STATUS,DESCRIPTION,CATEGORY_DESCRIPTION,OBJECT_TYPE_DESCRIPTION,Shape_X,Shape_Y,WKT
OPEN,Upper Wairaki Hut,Buildings,Basic Hut/bivvy,167.8891611,-45.7349625907,POINT (167.889161100218445 -45.73496259065719)
OPEN,Dillon Hut,Buildings,Standard Hut,171.486679351,-42.7893195214,POINT (171.486679351140168 -42.78931952137377)
OPEN,Magdalen Hut,Buildings,Standard Hut,172.474977594,-42.4972567113,POINT (172.474977593896881 -42.497256711268705)
OPEN,Ngamoko Hut,Buildings,Standard Hut,176.05292822,-40.0353758865,POINT (176.052928219563427 -40.035375886518779)
OPEN,Lagoon Saddle A Frame Hut,Buildings,Basic Hut/bivvy,171.601687225,-43.0551330543,POINT (171.601687225408142 -43.055133054257865)
OPEN,Black Birch Bivvy,Buildings,Basic Hut/bivvy,173.821996806,-41.7235008669,POINT (173.821996805614361 -41.723500866872207)
OPEN,Dubious Bivvy,Buildings,Basic Hut/bivvy,173.562591464,-42.2168997832,POINT (173.562591464419455 -42.216899783203367)
OPEN,Careys Hut,Buildings,Standard Hut,168.163784926,-45.1882197343,POINT (168.163784925878559 -45.188219734335973)
OPEN,Beebys Hut,Buildings,Standard Hut,172.931113783,-41.7192596301,POINT (172.931113783304028 -41.719259630076586)
OPEN,Glaisnock Hut,Buildings,Standard Hut,167.696824765,-44.998156074,POINT (167.696824764515071 -44.998156074009941)
OPEN,Cameron Hut,Buildings,Basic Hut/bivvy,171.018065659,-43.3671138872,POINT (171.018065658569384 -43.367113887179116)
OPEN,Tieke Kainga,Buildings,Great Walk Hut,174.993175878,-39.3373127555,POINT (174.993175877560247 -39.337312755498473)
OPEN,COW CREEK HUT,Buildings,Standard Hut,175.490947947,-40.7766415712,POINT (175.490947947190193 -40.776641571207001)
OPEN,Bushline Hut,Buildings,Serviced Hut,172.823097957,-41.8367306607,POINT (172.823097957226253 -41.836730660661516)
OPEN,Whariwharangi Hut,Buildings,Great Walk Hut,172.974623435,-40.7889837857,POINT (172.974623435024284 -40.788983785695272)
OPEN,Highland Creek Hut,Buildings,Standard Hut,168.941757129,-44.7741585563,POINT (168.941757128730785 -44.774158556323876)
OPEN,Wangapeka Bivvy,Buildings,Basic Hut/bivvy,172.276967123,-41.379781667,POINT (172.276967123461048 -41.379781667008956)
OPEN,Mansion Hut,Buildings,Basic Hut/bivvy,168.424496276,-45.5000127926,POINT (168.424496276266552 -45.500012792586219)
OPEN,HAPAUTUNA HUNTERS HUT,Buildings,Basic Hut/bivvy,168.071734342,-46.9544721035,POINT (168.07173434192535 -46.954472103497672)
OPEN,Fern Burn Hut,Buildings,Standard Hut,168.984674332,-44.7397596102,POINT (168.984674332070739 -44.739759610239005)
OPEN,Kiwi Saddle Hut,Buildings,Standard Hut,172.494376669,-41.4071724084,POINT (172.494376669471393 -41.407172408357788)
OPEN,Maketawa Hut,Buildings,Serviced Hut,174.099033855,-39.2816412056,POINT (174.09903385478205 -39.281641205590994)
OPEN,George Sound Hut,Buildings,Standard Hut,167.440167492,-44.9839144808,POINT (167.440167491647827 -44.983914480807158)
OPEN,Deas Cove Hut,Buildings,Standard Hut,166.973330078,-45.1936638066,POINT (166.973330078104624 -45.193663806649695)
OPEN,Slaughterburn Hut,Buildings,Basic Hut/bivvy,167.06627314,-46.1921499135,POINT (167.066273139721034 -46.192149913471823)
OPEN,Otukota Hut,Buildings,Standard Hut,176.086105402,-39.703140526,POINT (176.086105401976027 -39.703140525987457)
OPEN,Lincoln Hut,Buildings,Basic Hut/bivvy,168.19895644,-45.3918243955,POINT (168.198956439684906 -45.391824395532723)
OPEN,Mackintosh Hut,Buildings,Standard Hut,176.399319349,-39.3292735837,POINT (176.399319349105582 -39.329273583655201)
OPEN,Sylvester Hut,Buildings,Serviced Hut,172.644215091,-41.1062057671,POINT (172.644215090935745 -41.106205767110474)
OPEN,Hooker Hut,Buildings,Standard Hut,170.110235106,-43.6620767608,POINT (170.110235106042211 -43.662076760767704)
OPEN,Coldwater Hut,Buildings,Standard Hut,172.815773077,-41.8710624273,POINT (172.81577307733221 -41.871062427265009)
OPEN,Lower Salmon Creek Biv,Buildings,Basic Hut/bivvy,171.980472813,-43.1617178494,POINT (171.980472812641437 -43.161717849375201)
OPEN,St Jacob's Hut,Buildings,Standard Hut,172.236353526,-42.6049474984,POINT (172.236353526087555 -42.60494749835506)
OPEN,Kapakapanui Hut,Buildings,Standard Hut,175.155482074,-40.9168996315,POINT (175.155482073943716 -40.91689963147158)
OPEN,Mathias Hut,Buildings,Basic Hut/bivvy,171.131057891,-43.186741666,POINT (171.13105789084085 -43.186741665951153)
OPEN,Top Forks Old Hut,Buildings,Serviced Hut,168.891028644,-44.2744791884,POINT (168.891028644486283 -44.274479188405394)
OPEN,Townsend Hut,Buildings,Basic Hut/bivvy,171.777520321,-42.7741983784,POINT (171.777520321132585 -42.774198378416649)
OPEN,Spoon Hut,Buildings,Basic Hut/bivvy,168.311119323,-44.1656272254,POINT (168.31111932343498 -44.165627225353219)
OPEN,Nikau Flat Hut,Buildings,Standard Hut,177.289837418,-38.3560787851,POINT (177.289837417916289 -38.356078785136326)
OPEN,Whangaehu Hut (NZAC),Buildings,Basic Hut/bivvy,175.587785577,-39.2832275207,POINT (175.587785577451399 -39.283227520684754)
OPEN,MCKELLAR HUT,Buildings,Serviced Hut,168.144765207,-44.8717225637,POINT (168.144765207335013 -44.871722563708545)
OPEN,Avoca Homestead,Buildings,Standard Hut,171.887773128,-43.1942796333,POINT (171.887773128071331 -43.194279633293171)
OPEN,Smyth Hut,Buildings,Standard Hut,170.848513042,-43.2094367418,POINT (170.848513042428948 -43.209436741752285)
OPEN,Dasler Biv,Buildings,Basic Hut/bivvy,169.846006371,-43.9562975636,POINT (169.846006370731772 -43.956297563613241)
OPEN,Cotters Hut,Buildings,Standard Hut,169.517246322,-44.3622890085,POINT (169.517246322001341 -44.362289008450681)
OPEN,Hornby Bivvy,Buildings,Basic Hut/bivvy,173.747401818,-42.0672574287,POINT (173.747401818252882 -42.067257428656568)
OPEN,Tiraumea Hut,Buildings,Standard Hut,172.581995586,-41.9079718898,POINT (172.581995585924091 -41.907971889840383)
OPEN,Holly Hut,Buildings,Serviced Hut,174.045934739,-39.2654065966,POINT (174.045934739162902 -39.265406596645363)
OPEN,Top Trent (Lagoon) Hut,Buildings,Basic Hut/bivvy,171.832959279,-42.6997262074,POINT (171.832959279021281 -42.699726207364151)
OPEN,Zekes Hut,Buildings,Standard Hut,175.745902969,-39.5414593116,POINT (175.745902969241996 -39.541459311555023)
OPEN,Onslow Hut (Steffan Memorial Hut),Buildings,Basic Hut/bivvy,170.306028812,-43.6101397925,POINT (170.306028811981719 -43.610139792458796)
OPEN,Waipakihi Hut,Buildings,Standard Hut,175.957269778,-39.1242676885,POINT (175.957269778114238 -39.124267688486604)
OPEN,Mangaehuehu Hut,Buildings,Serviced Hut,175.549999697,-39.3430892865,POINT (175.549999696684949 -39.34308928653703)
OPEN,Hacket Hut,Buildings,Standard Hut,173.244537811,-41.4165176597,POINT (173.244537810668561 -41.416517659736876)
OPEN,Mangaturuturu Hut,Buildings,Serviced Hut,175.502027699,-39.2973285396,POINT (175.502027698501479 -39.297328539578828)
OPEN,Old Woman Hut,Buildings,Standard Hut,169.070434859,-45.208129553,POINT (169.070434859299212 -45.208129553005364)
OPEN,Centennial Cabin,Buildings,Basic Hut/bivvy,171.125117557,-43.1810076313,POINT (171.125117556732647 -43.181007631271036)
OPEN,Welcome Flat Hut,Buildings,Serviced Hut,169.946466308,-43.6305712085,POINT (169.946466307593369 -43.630571208475182)
OPEN,Upper Oreti Hut,Buildings,Basic Hut/bivvy,168.217834977,-45.3753978684,POINT (168.217834976620424 -45.375397868442391)
OPEN,Richmond Saddle Hut,Buildings,Standard Hut,173.383022445,-41.4738511385,POINT (173.383022445029553 -41.473851138469584)
OPEN,Brown Hut,Buildings,Great Walk Hut,172.447072976,-40.8505409119,POINT (172.447072976113475 -40.850540911892047)
OPEN,Kelly's Hut,Buildings,Basic Hut/bivvy,168.484964662,-44.8705777709,POINT (168.484964662166931 -44.870577770942795)
OPEN,Mid Goulter Hut,Buildings,Standard Hut,173.235498544,-41.5805260989,POINT (173.235498544318119 -41.580526098893671)
OPEN,Motutapere Hut,Buildings,Basic Hut/bivvy,175.840757547,-37.6220240452,POINT (175.840757547218033 -37.622024045192937)
OPEN,Pinchgut Hut,Buildings,Standard Hut,172.337399807,-43.1294661002,POINT (172.337399806991186 -43.12946610017935)
OPEN,MANGAHAO FLATS HUT,Buildings,Standard Hut,175.436010434,-40.6917850638,POINT (175.436010434289273 -40.691785063752917)
OPEN,Fishtail Hut,Buildings,Standard Hut,173.489620231,-41.4460820806,POINT (173.489620230703849 -41.446082080554412)
OPEN,Cecil Kings Hut,Buildings,Basic Hut/bivvy,172.479267654,-41.4668428027,POINT (172.479267654164147 -41.466842802672431)
OPEN,Jubilee Hut,Buildings,Standard Hut,170.440232235,-45.7190349692,POINT (170.440232234769923 -45.719034969200472)
OPEN,Jollie Brook Hut,Buildings,Standard Hut,172.333883821,-42.7200168865,POINT (172.333883820993861 -42.720016886476181)
OPEN,Maungahuka Hut,Buildings,Standard Hut,175.333966149,-40.9122707575,POINT (175.333966149226569 -40.912270757547056)
OPEN,Gosling Hut,Buildings,Basic Hut/bivvy,173.34607138,-41.7673252035,POINT (173.346071380214937 -41.76732520347845)
OPEN,Scamper Torrent Hut,Buildings,Basic Hut/bivvy,170.737350098,-43.1532560754,POINT (170.737350098146749 -43.153256075360972)
OPEN,Otane Hut,Buildings,Basic Hut/bivvy,177.171731838,-38.4432465915,POINT (177.171731838331141 -38.443246591535157)
OPEN,Makarora Hut,Buildings,Standard Hut,169.44017039,-44.1275155148,POINT (169.440170389989134 -44.127515514788847)
OPEN,Manson Hut,Buildings,Standard Hut,176.260051048,-39.2962210911,POINT (176.260051047616656 -39.296221091112756)
OPEN,Benmore Hut,Buildings,Basic Hut/bivvy,171.756544243,-43.3689307176,POINT (171.756544243025957 -43.368930717564524)
OPEN,Waimak Gorge - Walker Hut,Buildings,Basic Hut/bivvy,171.951540187,-43.1941344533,POINT (171.951540186949018 -43.194134453348191)
OPEN,Cattle Creek Hut,Buildings,Standard Hut,176.06371719,-40.065896471,POINT (176.063717189959277 -40.065896471006489)
OPEN,Crystal Hut,Buildings,Basic Hut/bivvy,168.667130989,-44.830486817,POINT (168.667130988942063 -44.8304868170408)
OPEN,Tribulation Hut,Buildings,Basic Hut/bivvy,171.459193206,-43.4553891828,POINT (171.45919320629207 -43.455389182825236)
OPEN,Top Crawford Hut,Buildings,Basic Hut/bivvy,171.278447128,-42.9351403016,POINT (171.278447127568228 -42.935140301626539)
OPEN,Ada Pass Hut,Buildings,Serviced Hut,172.457328687,-42.3043740782,POINT (172.457328686896005 -42.304374078182896)
OPEN,Aparima Hut,Buildings,Standard Hut,167.999323432,-45.7073900408,POINT (167.99932343151184 -45.707390040760671)
OPEN,Tataweka Hut,Buildings,Standard Hut,177.218800436,-38.4577793038,POINT (177.2188004364954 -38.45777930375899)
OPEN,Hanamahihi Hut,Buildings,Standard Hut,176.959013948,-38.4298956944,POINT (176.959013948381596 -38.429895694385635)
OPEN,Caroline Hut,Buildings,Basic Hut/bivvy,167.283285951,-45.9413162644,POINT (167.283285950634507 -45.941316264430135)
OPEN,Reischek Hut,Buildings,Basic Hut/bivvy,170.964099725,-43.2798239407,POINT (170.964099724968378 -43.279823940724292)
OPEN,Mid Caples Hut,Buildings,Serviced Hut,168.273298802,-44.8916024362,POINT (168.273298802380054 -44.891602436197289)
OPEN,Dart Hut,Buildings,Serviced Hut,168.554488415,-44.5215801581,POINT (168.554488414989578 -44.521580158053844)
OPEN,Boulder Lake Hut,Buildings,Standard Hut,172.578740895,-40.9001386029,POINT (172.578740895029227 -40.900138602865084)
OPEN,SOUTH PEGASUS HUNTERS HUT,Buildings,Basic Hut/bivvy,167.638114066,-47.1982196791,POINT (167.638114066246317 -47.198219679124307)
OPEN,Horseshoe Flat Hut,Buildings,Standard Hut,169.414343746,-43.8101374827,POINT (169.414343745510223 -43.810137482713785)
OPEN,Green Point Hut,Buildings,Basic Hut/bivvy,170.239695176,-43.7902197942,POINT (170.239695175994569 -43.790219794243107)
OPEN,North Mangahao Bivvy,Buildings,Basic Hut/bivvy,175.623885623,-40.5303333045,POINT (175.623885622604149 -40.53033330453124)
OPEN,Dundas Hut,Buildings,Standard Hut,175.466034631,-40.7165302374,POINT (175.466034630883257 -40.716530237391652)
OPEN,Makomako Hut,Buildings,Standard Hut,177.128736058,-38.5360024499,POINT (177.128736058396157 -38.536002449925874)
OPEN,McGregor Bivvy,Buildings,Basic Hut/bivvy,175.410925427,-40.8320981214,POINT (175.410925427491406 -40.832098121402758)
OPEN,Hauhungaroa Hut,Buildings,Standard Hut,175.517993203,-38.7493596223,POINT (175.517993202710073 -38.749359622324633)
OPEN,Mullins Hut,Buildings,Basic Hut/bivvy,171.123519829,-42.9958734356,POINT (171.123519829341319 -42.9958734356116)
OPEN,Siberia Hut,Buildings,Serviced Hut,169.061574523,-44.204748899,POINT (169.061574523492766 -44.204748899030122)
OPEN,Motukawanui Hut,Buildings,Serviced Hut,173.938054812,-35.007078285,POINT (173.938054811853704 -35.007078285028562)
OPEN,Rokeby Hut,Buildings,Basic Hut/bivvy,172.463448838,-42.4336126669,POINT (172.463448837605227 -42.433612666926891)
OPEN,Maori Saddle Hut,Buildings,Standard Hut,169.274191186,-43.814201212,POINT (169.274191185504009 -43.814201211964274)
OPEN,Balloon Hut,Buildings,Serviced Hut,172.622097127,-41.1688400095,POINT (172.622097126833978 -41.168840009463032)
OPEN,Mid Wairoa Hut,Buildings,Standard Hut,173.121539668,-41.5706868805,POINT (173.121539667897252 -41.570686880470042)
OPEN,Severn Hut,Buildings,Standard Hut,173.036742802,-42.0619126003,POINT (173.036742801835487 -42.061912600284735)
OPEN,Carneys Bivvy No. 1,Buildings,Basic Hut/bivvy,170.66233024,-43.496209127,POINT (170.662330240154034 -43.496209127003681)
OPEN,Salisbury Lodge,Buildings,Serviced Hut,172.648791273,-41.186057595,POINT (172.648791272685685 -41.186057594996861)
OPEN,Lewis Hut,Buildings,Great Walk Hut,172.147913468,-40.9400988168,POINT (172.14791346827306 -40.940098816820111)
OPEN,Urquhart's Hut,Buildings,Basic Hut/bivvy,171.317062792,-43.0340744914,POINT (171.317062792275919 -43.034074491386939)
OPEN,Mangamate Hut,Buildings,Standard Hut,176.689101387,-38.7556297247,POINT (176.689101386755539 -38.755629724673703)
OPEN,Dunns Creek Hut,Buildings,Basic Hut/bivvy,171.428726012,-42.834690091,POINT (171.428726012446646 -42.834690091046234)
OPEN,Saxton Hut,Buildings,Standard Hut,173.151644971,-42.0552885334,POINT (173.151644971107913 -42.055288533379752)
OPEN,Shamrock Hut,Buildings,Basic Hut/bivvy,169.622967908,-44.2072097078,POINT (169.622967908065164 -44.207209707794291)
OPEN,Blue Lake Hut,Buildings,Serviced Hut,172.655727048,-42.0579526163,POINT (172.655727048054786 -42.057952616297555)
OPEN,Top Hut,Buildings,Standard Hut,169.808020999,-44.6746715556,POINT (169.808020999316597 -44.67467155559585)
OPEN,Top Maropea Hut,Buildings,Basic Hut/bivvy,176.158064856,-39.7743011695,POINT (176.158064856162213 -39.774301169548856)
OPEN,Dominie Hut,Buildings,Basic Hut/bivvy,176.394301352,-39.2806883379,POINT (176.394301351950872 -39.280688337901729)
OPEN,Top Hut,Buildings,Basic Hut/bivvy,169.665037013,-44.1220021995,POINT (169.66503701252077 -44.122002199475055)
OPEN,Hope Kiwi Lodge,Buildings,Serviced Hut,172.237267228,-42.6419576667,POINT (172.237267227849259 -42.641957666732658)
OPEN,Studholme Saddle Hut,Buildings,Standard Hut,176.363988418,-39.3014132335,POINT (176.363988418103816 -39.301413233487722)
OPEN,Pouri Hut,Buildings,Serviced Hut,174.851223615,-39.337450441,POINT (174.851223614801114 -39.337450440996093)
OPEN,Liverpool Hut,Buildings,Serviced-Alpine Hut,168.665284069,-44.4311972735,POINT (168.665284069161174 -44.431197273524077)
OPEN,Dynamo Red Hut,Buildings,Basic Hut/bivvy,168.653023804,-44.8032946463,POINT (168.653023804339199 -44.803294646300301)
OPEN,Caves Hut,Buildings,Standard Hut,173.190036662,-41.8064103247,POINT (173.190036662401639 -41.806410324656341)
OPEN,Lake Stream Hut,Buildings,Basic Hut/bivvy,172.132126984,-42.2477247569,POINT (172.132126983651261 -42.247724756891067)
OPEN,Clark Hut - A Frame,Buildings,Basic Hut/bivvy,167.331364456,-45.7923246899,POINT (167.331364456006838 -45.792324689855093)
OPEN,Ellis Hut,Buildings,Standard Hut,172.684954734,-41.2386691711,POINT (172.684954734346178 -41.238669171069517)
OPEN,Frisco Hut,Buildings,Basic Hut/bivvy,171.110889949,-43.0317115079,POINT (171.11088994887578 -43.031711507895075)
OPEN,Toaroha Saddle Bivvy,Buildings,Basic Hut/bivvy,171.166520695,-43.0242061365,POINT (171.166520694980505 -43.024206136534616)
OPEN,Venison Tops Hut (Tira Lodge),Buildings,Standard Hut,176.320757886,-39.2467887141,POINT (176.320757886063234 -39.246788714080196)
OPEN,Dodger Hut,Buildings,Standard Hut,169.879060392,-43.8960389031,POINT (169.879060392068368 -43.896038903080687)
OPEN,Poulter Hut,Buildings,Standard Hut,171.809974975,-42.8494458213,POINT (171.809974975234297 -42.849445821291134)
OPEN,Carlyle Hut,Buildings,Basic Hut/bivvy,172.495823905,-42.5503405078,POINT (172.495823904591788 -42.550340507751208)
OPEN,Mudflats Hut,Buildings,Standard Hut,171.368273004,-42.8750154012,POINT (171.368273003542242 -42.875015401230975)
OPEN,Caroline Creek Bivvy,Buildings,Basic Hut/bivvy,172.660075084,-42.1535694133,POINT (172.660075084411005 -42.153569413342616)
OPEN,Rocky Creek Hut,Buildings,Basic Hut/bivvy,171.408537483,-42.7855584342,POINT (171.408537483279815 -42.785558434182107)
OPEN,Colin Todd Hut,Buildings,Serviced-Alpine Hut,168.694543437,-44.3720804176,POINT (168.694543437340911 -44.372080417631715)
OPEN,Cass Saddle Hut,Buildings,Basic Hut/bivvy,171.691539738,-43.0970866577,POINT (171.691539738223014 -43.097086657677139)
OPEN,LAME DUCK HUT,Buildings,Standard Hut,169.865684402,-43.7063251802,POINT (169.865684402339014 -43.706325180232376)
OPEN,Dillons Homestead Hut (1945),Buildings,Basic Hut/bivvy,171.485588779,-42.7839019937,POINT (171.485588779370232 -42.783901993731128)
OPEN,Upper Gridiron Hut,Buildings,Standard Hut,172.696293483,-41.1711854206,POINT (172.696293483168972 -41.171185420581601)
OPEN,Bluff Hut,Buildings,Standard Hut,171.126955232,-43.0467073235,POINT (171.126955231762736 -43.046707323477271)
OPEN,Back Basin Hide,Buildings,Basic Hut/bivvy,171.433473139,-43.0869105626,POINT (171.433473139346773 -43.086910562637989)
OPEN,Waiopaoa Hut,Buildings,Great Walk Hut,176.993665391,-38.809627374,POINT (176.993665391299402 -38.809627373961582)
OPEN,Iron Bark Hut,Buildings,Standard Hut,176.092169365,-39.6822519975,POINT (176.092169365139 -39.682251997528603)
OPEN,Pine Valley Hut,Buildings,Standard Hut,173.504329559,-41.4919836013,POINT (173.504329558842272 -41.491983601309585)
OPEN,Hope Halfway Hut,Buildings,Basic Hut/bivvy,172.298089673,-42.6156268117,POINT (172.298089673230066 -42.615626811685154)
OPEN,Whakapapaiti Hut,Buildings,Serviced Hut,175.517871164,-39.237580135,POINT (175.517871164199875 -39.237580135034776)
OPEN,Te Matawai Hut,Buildings,Standard Hut,175.398660523,-40.737541985,POINT (175.398660522515598 -40.737541985049077)
OPEN,Smiths Stream Hut,Buildings,Standard Hut,176.169852682,-39.8486794414,POINT (176.169852682355526 -39.848679441418923)
OPEN,Archie's Hut - Copper Creek,Buildings,Basic Hut/bivvy,168.637208496,-44.7960558988,POINT (168.637208495788286 -44.796055898788659)
OPEN,Bottom Gordon Hut,Buildings,Standard Hut,173.139809599,-41.9265801026,POINT (173.139809598761417 -41.926580102614189)
OPEN,Awatere Hut,Buildings,Basic Hut/bivvy,176.138957845,-39.9708698204,POINT (176.138957844747694 -39.970869820413888)
OPEN,Penn Creek Hut,Buildings,Standard Hut,175.286365167,-40.9015603013,POINT (175.286365167477442 -40.901560301259849)
OPEN,Hunts Creek Hut,Buildings,Standard Hut,171.501318139,-42.8408323833,POINT (171.501318138532582 -42.840832383343077)
OPEN,Stone Hut,Buildings,Standard Hut,172.439110881,-41.4214184024,POINT (172.43911088073699 -41.42141840235805)
OPEN,Waiorongomai Hut,Buildings,Basic Hut/bivvy,175.106569185,-41.2566300882,POINT (175.106569184807086 -41.256630088224021)
OPEN,South Temple Hut,Buildings,Standard Hut,169.751050204,-44.1331080619,POINT (169.751050204167171 -44.13310806192289)
OPEN,Dianes Hut,Buildings,Basic Hut/bivvy,176.283747177,-39.5417291235,POINT (176.283747176740036 -39.541729123537365)
OPEN,Empress Hut,Buildings,Serviced-Alpine Hut,170.121766202,-43.5946523025,POINT (170.121766202348823 -43.594652302487859)
OPEN,RAKEAHUA HUT,Buildings,Standard Hut,167.880980168,-46.9821943125,POINT (167.880980168186568 -46.982194312485824)
OPEN,Iron Gate Hut,Buildings,Standard Hut,176.057110772,-39.926949416,POINT (176.057110771698035 -39.926949416045929)
OPEN,Te Oneroa A-frame Hut,Buildings,Basic Hut/bivvy,166.672103965,-46.1232799529,POINT (166.672103964879284 -46.123279952872508)
OPEN,CHEW TOBACCO HUNTERS HUT,Buildings,Basic Hut/bivvy,168.210863736,-47.0169523084,POINT (168.210863735741555 -47.016952308390316)
OPEN,Bealey Spur Hut,Buildings,Basic Hut/bivvy,171.569932007,-43.0329669076,POINT (171.569932006969111 -43.032966907563434)
OPEN,Boyd Hut,Buildings,Serviced Hut,176.168574836,-39.1553562756,POINT (176.168574835587094 -39.155356275618693)
OPEN,Mangatepopo Hut,Buildings,Great Walk Hut,175.596779939,-39.1446285693,POINT (175.596779939206641 -39.14462856931349)
OPEN,CHRISTMAS VILLAGE HUNTERS HUT,Buildings,Basic Hut/bivvy,167.981211796,-46.7507834016,POINT (167.981211795702649 -46.750783401561939)
OPEN,Barratts Bivvy,Buildings,Basic Hut/bivvy,173.67209996,-42.2436533685,POINT (173.672099959789819 -42.243653368484239)
OPEN,Renata Hut,Buildings,Basic Hut/bivvy,175.172604012,-40.9683257104,POINT (175.172604011873773 -40.968325710416323)
OPEN,Two Mile Hut - Remarkables,Buildings,Basic Hut/bivvy,168.802705458,-45.1744634383,POINT (168.802705458189763 -45.174463438289585)
OPEN,Lake Christabel Hut,Buildings,Standard Hut,172.255209371,-42.4371228515,POINT (172.255209371427782 -42.437122851527796)
OPEN,Waiopehu Hut,Buildings,Standard Hut,175.357078091,-40.726329053,POINT (175.357078090908828 -40.726329052965568)
OPEN,Eel Creek Hut,Buildings,Basic Hut/bivvy,167.36135084,-45.8822750991,POINT (167.361350839692449 -45.882275099144415)
OPEN,Boar Inn,Buildings,Standard Hut,174.969417734,-41.3456257168,POINT (174.96941773352151 -41.345625716816421)
OPEN,Mid Trent Hut,Buildings,Standard Hut,171.894197505,-42.689581355,POINT (171.894197505436324 -42.689581355021886)
OPEN,Douglas Rock Hut,Buildings,Standard Hut,170.018939656,-43.6526626356,POINT (170.018939655527959 -43.652662635602582)
OPEN,French Ridge Hut,Buildings,Serviced-Alpine Hut,168.69386409,-44.4286614456,POINT (168.69386409004963 -44.428661445552812)
OPEN,Stanfield Hut,Buildings,Standard Hut,176.047252225,-40.0881202221,POINT (176.047252224836342 -40.088120222071645)
OPEN,Lochinvar Hut,Buildings,Standard Hut,172.007479568,-42.9344100075,POINT (172.007479567900788 -42.934410007475833)
OPEN,Lake Poteriteri Hut,Buildings,Standard Hut,167.152819217,-46.1107635762,POINT (167.152819217088819 -46.110763576249887)
OPEN,Rex Simpson Memorial Hut,Buildings,Basic Hut/bivvy,170.631771019,-43.7684284703,POINT (170.63177101938939 -43.768428470312067)
OPEN,Otutu Hut,Buildings,Standard Hut,176.232741587,-39.2736435207,POINT (176.232741587157591 -39.273643520683095)
OPEN,Koranga Forks Hut,Buildings,Standard Hut,177.286634724,-38.3976891088,POINT (177.286634723769396 -38.397689108753639)
OPEN,Heaphy Hut,Buildings,Great Walk Hut,172.109601393,-40.9861381928,POINT (172.109601393232339 -40.986138192840201)
OPEN,Price Flat Hut,Buildings,Standard Hut,171.006849843,-43.1105644853,POINT (171.006849842959753 -43.110564485302341)
OPEN,Rocks Ahead Bivvy,Buildings,Basic Hut/bivvy,176.295456653,-39.2754688587,POINT (176.295456652748072 -39.275468858688377)
OPEN,Kaiaraara Hut,Buildings,Serviced Hut,175.377550934,-36.1839562652,POINT (175.377550933783795 -36.18395626520239)
OPEN,Kahutara Bivvy,Buildings,Basic Hut/bivvy,173.406702688,-42.3216883509,POINT (173.406702688000564 -42.321688350871725)
OPEN,Lucretia Hut,Buildings,Basic Hut/bivvy,172.348554936,-42.4270553608,POINT (172.348554935853571 -42.427055360788572)
OPEN,Wills Hut,Buildings,Standard Hut,169.461695679,-44.0385350273,POINT (169.46169567941115 -44.038535027271244)
OPEN,Mole Hut,Buildings,Standard Hut,172.571701541,-41.9616231518,POINT (172.571701541174491 -41.961623151751901)
OPEN,Top Waitaha Hut,Buildings,Basic Hut/bivvy,170.876430979,-43.1313860557,POINT (170.876430979474918 -43.131386055660592)
OPEN,Griffin Creek Hut,Buildings,Basic Hut/bivvy,171.38254454,-42.7977923537,POINT (171.382544540231578 -42.797792353685622)
OPEN,Mangatainoka Hut,Buildings,Standard Hut,176.293829122,-39.1438898029,POINT (176.293829122289111 -39.143889802870717)
OPEN,Waitawheta Hut,Buildings,Serviced Hut,175.80628832,-37.5262451612,POINT (175.806288320394572 -37.526245161234272)
OPEN,Lake Matiri Hut,Buildings,Standard Hut,172.330285693,-41.656017481,POINT (172.330285692915368 -41.656017481017301)
OPEN,Koropuku Hut,Buildings,Basic Hut/bivvy,171.734354742,-42.8121637781,POINT (171.734354741651202 -42.812163778089335)
OPEN,Lonely Lake Hut,Buildings,Basic Hut/bivvy,172.558151395,-40.9825414867,POINT (172.55815139548011 -40.982541486667216)
OPEN,PLATEAU HUT,Buildings,Serviced-Alpine Hut,170.184141035,-43.5837459162,POINT (170.1841410352624 -43.583745916189081)
OPEN,Young Hut,Buildings,Serviced Hut,169.089913795,-44.174628922,POINT (169.089913794595617 -44.174628922017945)
OPEN,Green Lake Hut,Buildings,Standard Hut,167.400031611,-45.7855135716,POINT (167.400031610535393 -45.785513571577951)
OPEN,Middy Creek Hut,Buildings,Standard Hut,173.392910247,-41.3837243798,POINT (173.392910247164679 -41.383724379803049)
OPEN,Asbestos Cottage,Buildings,Basic Hut/bivvy,172.692196412,-41.1295936833,POINT (172.692196412364069 -41.129593683318376)
OPEN,Colenso Hut,Buildings,Standard Hut,176.140688153,-39.6719228852,POINT (176.140688153421678 -39.671922885199507)
OPEN,Pack Horse Hut,Buildings,Serviced Hut,172.692557248,-43.7019781853,POINT (172.692557247892211 -43.701978185324272)
OPEN,Waihua Hut,Buildings,Standard Hut,176.888340852,-38.2774439384,POINT (176.888340852341628 -38.277443938436505)
OPEN,Murphy's Bivvy,Buildings,Basic Hut/bivvy,170.677582631,-43.4677525604,POINT (170.677582631285844 -43.467752560374905)
OPEN,Moonbeam Hut,Buildings,Basic Hut/bivvy,170.805623652,-43.14009838,POINT (170.805623652301705 -43.140098380005739)
OPEN,Okui Hut,Buildings,Standard Hut,176.788651347,-38.525991253,POINT (176.788651346568088 -38.52599125298164)
OPEN,CULLERS HUT,Buildings,Standard Hut,169.836426016,-43.9221898682,POINT (169.836426016377203 -43.922189868183004)
