STATUS,DESCRIPTION,CATEGORY_DESCRIPTION,OBJECT_TYPE_DESCRIPTION,Shape_X,Shape_Y,WKT
OPEN,Butler Junction Hut,Buildings,Standard Hut,170.414125969,-43.4084226704,POINT (170.414125969025861 -43.408422670437353)
OPEN,Dog Box Bivvy,Buildings,Basic Hut/bivvy,168.399829608,-45.3646518773,POINT (168.399829608117386 -45.364651877298797)
OPEN,SOUTH HUXLEY BIV,Buildings,Basic Hut/bivvy,169.741041794,-44.0469081128,POINT (169.741041793706813 -44.046908112818507)
OPEN,Omaka Bivvy,Buildings,Basic Hut/bivvy,173.751159515,-41.7121775705,POINT (173.751159514526279 -41.712177570482382)
OPEN,Hideaway Bivvy,Buildings,Basic Hut/bivvy,169.680699719,-44.3460234173,POINT (169.68069971921372 -44.346023417312054)
OPEN,Field Hut,Buildings,Standard Hut,175.256211897,-40.9078471115,POINT (175.256211897010786 -40.907847111531879)
OPEN,Glenrae Hut,Buildings,Basic Hut/bivvy,172.43384906,-42.7644112453,POINT (172.433849060410608 -42.764411245334962)
OPEN,Garston Ski Hut,Buildings,Basic Hut/bivvy,168.747902111,-45.4539335977,POINT (168.747902111318922 -45.453933597694167)
OPEN,Poulter Valley Bivvy,Buildings,Basic Hut/bivvy,171.770607125,-42.8153053781,POINT (171.77060712539469 -42.815305378132607)
OPEN,Mackenzie Hut,Buildings,Standard Hut,172.018457433,-42.6483247417,POINT (172.018457432851534 -42.648324741746194)
OPEN,Haurangi Hut,Buildings,Serviced Hut,174.997265626,-41.3284016175,POINT (174.997265626262191 -41.328401617547016)
OPEN,Cape Brett Hut,Buildings,Serviced Hut,174.329541038,-35.1727326844,POINT (174.329541038416494 -35.172732684449883)
OPEN,Mid Okahu Hut,Buildings,Basic Hut/bivvy,176.826507373,-38.636001234,POINT (176.826507372764894 -38.636001234039462)
OPEN,Kiwi Flat Hut,Buildings,Basic Hut/bivvy,170.746614321,-43.1354301936,POINT (170.746614320707863 -43.135430193585002)
OPEN,Sawyer Burn Hut,Buildings,Basic Hut/bivvy,169.257069286,-44.4150227224,POINT (169.257069285511761 -44.415022722392713)
OPEN,Boundary Creek Hut,Buildings,Basic Hut/bivvy,171.071520623,-43.5295975992,POINT (171.071520623405661 -43.529597599166983)
OPEN,Arete Forks Hut,Buildings,Standard Hut,175.45555971,-40.7651774785,POINT (175.455559709715573 -40.765177478460366)
OPEN,Ida Railway Hut,Buildings,Standard Hut,170.157709749,-44.8495584602,POINT (170.157709749098984 -44.849558460233744)
OPEN,Rerekapa Hut,Buildings,Basic Hut/bivvy,174.720208764,-38.9344476199,POINT (174.720208764347092 -38.934447619888111)
OPEN,Architect Creek Hut,Buildings,Standard Hut,169.884875369,-43.6113601356,POINT (169.884875369179781 -43.611360135631926)
OPEN,North Ohau Hut,Buildings,Basic Hut/bivvy,175.402602862,-40.6970343369,POINT (175.40260286203943 -40.697034336859836)
OPEN,Whare Creek Hut,Buildings,Basic Hut/bivvy,167.825079987,-45.6685900868,POINT (167.825079986605459 -45.668590086808187)
OPEN,Lower Arahura Hut,Buildings,Standard Hut,171.300243141,-42.8560153626,POINT (171.300243141480109 -42.856015362558466)
OPEN,Stafford Hut,Buildings,Standard Hut,168.545159546,-43.9961335926,POINT (168.545159546001997 -43.99613359263369)
OPEN,Woolshed Creek Hut,Buildings,Serviced Hut,171.325927011,-43.6012088676,POINT (171.32592701051243 -43.601208867646264)
OPEN,Irthing Hut,Buildings,Basic Hut/bivvy,168.376009488,-45.4366107643,POINT (168.376009488054621 -45.436610764312917)
OPEN,Top Kokatahi Hut,Buildings,Basic Hut/bivvy,171.188962747,-42.9830516086,POINT (171.188962747181051 -42.983051608621274)
OPEN,Lyell Hut,Buildings,Basic Hut/bivvy,170.909654743,-43.2991461729,POINT (170.909654743296585 -43.299146172929923)
OPEN,Waitutu Hut,Buildings,Standard Hut,167.063141193,-46.2370693089,POINT (167.063141193164768 -46.237069308851687)
OPEN,Cedar Flat Hut (Historic 1957),Buildings,Basic Hut/bivvy,171.144325627,-42.9628410373,POINT (171.144325626725646 -42.962841037278658)
OPEN,PORT ADVENTURE HUNTERS HUT,Buildings,Basic Hut/bivvy,168.176802391,-47.0480129744,POINT (168.176802391443289 -47.048012974378793)
OPEN,Boo Boo Hut,Buildings,Basic Hut/bivvy,171.198286652,-42.9283503476,POINT (171.198286651970022 -42.928350347586104)
OPEN,Cowshed Hut,Buildings,Basic Hut/bivvy,168.471801959,-45.3716477471,POINT (168.471801959003386 -45.37164774711119)
OPEN,Youngman Stream Hut,Buildings,Standard Hut,172.183025618,-43.025361806,POINT (172.183025617933509 -43.025361805962625)
OPEN,Bobs Hut,Buildings,Standard Hut,172.486414196,-42.2247669968,POINT (172.486414195792008 -42.224766996799993)
OPEN,Anderson Memorial Hut,Buildings,Standard Hut,175.356018315,-40.8464739707,POINT (175.356018314786894 -40.846473970700387)
OPEN,Montgomerie Hut,Buildings,Standard Hut,171.997489325,-42.1497740274,POINT (171.997489325062048 -42.149774027417195)
OPEN,St Winifreds Hut,Buildings,Basic Hut/bivvy,170.683054522,-43.4170631648,POINT (170.683054522141816 -43.417063164782675)
OPEN,Dead Dog Hut,Buildings,Standard Hut,176.297149126,-39.5782986924,POINT (176.297149125762019 -39.578298692352845)
OPEN,Rodger Inlet Hut,Buildings,Standard Hut,167.443141541,-45.8574345412,POINT (167.443141540776793 -45.857434541218566)
OPEN,Makahu Saddle Hut,Buildings,Standard Hut,176.40786306,-39.2869214496,POINT (176.407863059841617 -39.286921449603781)
OPEN,Te Pua Hut,Buildings,Standard Hut,177.13522066,-38.4676636701,POINT (177.135220659541545 -38.467663670144319)
OPEN,Hamilton Hut,Buildings,Serviced Hut,171.629786672,-43.1293391165,POINT (171.629786672410773 -43.129339116511659)
OPEN,BUNGAREE HUT,Buildings,Standard Hut,168.033569564,-46.8090519592,POINT (168.033569563762057 -46.809051959164492)
OPEN,Tangihua Hut,Buildings,Standard Hut,174.110451869,-35.8504453428,POINT (174.110451868525558 -35.850445342757268)
OPEN,Top Olderog Bivvy,Buildings,Basic Hut/bivvy,171.340334734,-42.8214929788,POINT (171.340334733834737 -42.82149297882998)
OPEN,Comyns Hut,Buildings,Basic Hut/bivvy,171.367087296,-43.428691883,POINT (171.367087295685451 -43.428691882962518)
OPEN,Pool Hut,Buildings,Basic Hut/bivvy,172.615600921,-42.3957952922,POINT (172.615600921348715 -42.39579529217049)
OPEN,Croesus Top Hut,Buildings,Basic Hut/bivvy,171.391852701,-42.2934264906,POINT (171.391852701262394 -42.293426490559668)
OPEN,Locke Stream Hut,Buildings,Standard Hut,171.830155321,-42.739807565,POINT (171.830155321461831 -42.739807564985185)
OPEN,Anti Crow Hut,Buildings,Standard Hut,171.511387495,-42.9996587143,POINT (171.511387495394104 -42.999658714349707)
OPEN,Kelly Knight Hut,Buildings,Standard Hut,176.053122511,-39.8500839341,POINT (176.053122510941563 -39.850083934091465)
OPEN,Captains Creek Hut,Buildings,Standard Hut,173.435624435,-41.373734294,POINT (173.435624435341481 -41.373734293983077)
OPEN,Porters Creek Hut,Buildings,Standard Hut,172.997261764,-41.6535730035,POINT (172.997261764267506 -41.653573003510921)
OPEN,McCoy Hut,Buildings,Standard Hut,170.77560567,-43.3783294345,POINT (170.77560566967523 -43.378329434485771)
OPEN,Top Gorge Hut,Buildings,Basic Hut/bivvy,176.10450385,-39.9672497886,POINT (176.104503850487191 -39.967249788598188)
OPEN,Mid Pohangina Hut,Buildings,Standard Hut,176.03654203,-40.0545515325,POINT (176.036542029821334 -40.054551532530667)
OPEN,NORTH BIG GLORY HUNTERS HUT,Buildings,Basic Hut/bivvy,168.124425382,-46.9594877683,POINT (168.124425381874715 -46.959487768287552)
OPEN,Esk Bivvy,Buildings,Basic Hut/bivvy,172.222413031,-42.8957737652,POINT (172.22241303148823 -42.895773765246894)
OPEN,Top Hope Hut,Buildings,Basic Hut/bivvy,172.175514631,-42.5897565644,POINT (172.175514630508189 -42.589756564397625)
OPEN,Wairaurahiri Hut,Buildings,Standard Hut,167.217309064,-46.2538386228,POINT (167.217309063764702 -46.253838622804864)
OPEN,Harman Hut,Buildings,Standard Hut,171.321769618,-42.9193588276,POINT (171.321769617987201 -42.919358827591942)
OPEN,Basins Hut,Buildings,Basic Hut/bivvy,171.480231955,-43.0998507102,POINT (171.48023195519292 -43.099850710197735)
OPEN,Harper Pass Bivvy,Buildings,Basic Hut/bivvy,171.896634094,-42.72501415,POINT (171.896634093941316 -42.725014149994308)
OPEN,Forks Hut,Buildings,Standard Hut,175.940023473,-40.1138812979,POINT (175.940023472963958 -40.113881297864282)
OPEN,North Borland Hut,Buildings,Basic Hut/bivvy,167.486112335,-45.6858677293,POINT (167.486112334501115 -45.685867729319718)
OPEN,Mangamuka Hut,Buildings,Basic Hut/bivvy,175.89566817,-37.788102016,POINT (175.895668170048481 -37.788102016043744)
OPEN,Lagoon Saddle Hut,Buildings,Basic Hut/bivvy,171.601116393,-43.0548559323,POINT (171.601116393185436 -43.054855932344303)
OPEN,Moa Stream Hut,Buildings,Basic Hut/bivvy,171.260708244,-43.1291405174,POINT (171.260708244384517 -43.129140517400124)
OPEN,Ministry of Works Historic Hut,Buildings,Basic Hut/bivvy,172.241516209,-40.8430486012,POINT (172.241516208873236 -40.843048601193516)
OPEN,Upper Makaroro Hut,Buildings,Standard Hut,176.227393909,-39.6803344807,POINT (176.227393909487432 -39.68033448071175)
OPEN,Shallow Bay Hut,Buildings,Standard Hut,167.612638655,-45.4932608821,POINT (167.612638654838264 -45.493260882060504)
OPEN,Duckville Hut,Buildings,Basic Hut/bivvy,176.877389591,-38.362883749,POINT (176.877389590946535 -38.362883749041622)
OPEN,Dracophyllum Hut,Buildings,Basic Hut/bivvy,175.38941302,-40.7696473097,POINT (175.389413019767517 -40.76964730965684)
OPEN,Trains Hut,Buildings,Standard Hut,174.730166859,-39.4795527832,POINT (174.730166858532016 -39.479552783176679)
OPEN,ROUTEBURN FLATS HUT,Buildings,Great Walk Hut,168.214711379,-44.7251851311,POINT (168.214711379059509 -44.725185131088523)
OPEN,Lake Man Bivvy,Buildings,Basic Hut/bivvy,172.223514344,-42.5491520212,POINT (172.223514344317039 -42.549152021189492)
OPEN,Mt Rintoul Hut,Buildings,Standard Hut,173.220618617,-41.5192244464,POINT (173.2206186167179 -41.519224446393956)
OPEN,Speargrass Hut,Buildings,Serviced Hut,172.751834059,-41.8522347837,POINT (172.751834059445258 -41.852234783679869)
OPEN,Luxmore Hut,Buildings,Great Walk Hut,167.619158546,-45.3852316523,POINT (167.619158546092279 -45.385231652281909)
OPEN,Top Waitahu Bivvy,Buildings,Basic Hut/bivvy,172.108105609,-42.2044097567,POINT (172.108105608920368 -42.204409756745555)
OPEN,Ashton Hut,Buildings,Basic Hut/bivvy,168.268229164,-45.3843158001,POINT (168.268229164342642 -45.384315800052214)
OPEN,Downes Hut,Buildings,Serviced Hut,175.131593163,-39.7264230016,POINT (175.131593163489015 -39.726423001621562)
OPEN,Syme Hut,Buildings,Standard Hut,174.066327705,-39.3084544905,POINT (174.066327705470229 -39.308454490455809)
OPEN,Waiharuru Hut,Buildings,Great Walk Hut,177.033350355,-38.7436287305,POINT (177.033350355357555 -38.743628730505307)
OPEN,Paske Hut,Buildings,Standard Hut,172.754477958,-42.1115700146,POINT (172.754477958311668 -42.11157001460338)
OPEN,Whymper Hut,Buildings,Standard Hut,170.371527783,-43.4432953279,POINT (170.371527782983634 -43.44329532792279)
OPEN,North Esk Hut (dilapidated),Buildings,Basic Hut/bivvy,172.069359208,-42.8006711755,POINT (172.069359208134046 -42.80067117549568)
OPEN,Boyle Flat Hut,Buildings,Serviced Hut,172.459921432,-42.4663686529,POINT (172.459921432210194 -42.466368652939472)
OPEN,Waimak Gorge - Hamilton Hut,Buildings,Basic Hut/bivvy,171.966751352,-43.1182637846,POINT (171.966751351932032 -43.118263784635019)
OPEN,Adventure Bivvy,Buildings,Basic Hut/bivvy,171.165441705,-42.9718171347,POINT (171.165441705102381 -42.971817134733975)
OPEN,Erceg Hut,Buildings,Basic Hut/bivvy,169.916223717,-43.846387876,POINT (169.916223717100735 -43.846387876014028)
OPEN,Gerhardt Spur Bivvy,Buildings,Basic Hut/bivvy,171.096342689,-42.972984641,POINT (171.096342689049152 -42.972984641000323)
OPEN,Caswell Sound Hut,Buildings,Basic Hut/bivvy,167.309049915,-45.0480195631,POINT (167.309049914799971 -45.048019563116647)
OPEN,Baikie Hut,Buildings,Basic Hut/bivvy,170.06447099,-44.1081085775,POINT (170.06447099001241 -44.108108577488849)
OPEN,Barron Saddle Hut,Buildings,Serviced-Alpine Hut,169.999975426,-43.7591715189,POINT (169.99997542639386 -43.759171518867092)
OPEN,Lees Creek Hut,Buildings,Standard Hut,172.974737958,-41.9432529089,POINT (172.974737958213694 -41.943252908943592)
OPEN,Makino Hut,Buildings,Standard Hut,176.407648675,-39.1897067848,POINT (176.407648674810247 -39.189706784823734)
OPEN,Wakelings Hut,Buildings,Standard Hut,176.128169712,-39.7547361549,POINT (176.128169712158808 -39.754736154930285)
OPEN,LONG HARRY HUT,Buildings,Standard Hut,167.807630605,-46.6944020254,POINT (167.807630604538872 -46.694402025432822)
OPEN,Olivine Hut,Buildings,Standard Hut,168.213989136,-44.4436942012,POINT (168.213989135924351 -44.443694201237413)
OPEN,Crow Hut,Buildings,Standard Hut,176.08515072,-39.7669682125,POINT (176.085150719634868 -39.766968212519259)
OPEN,Mid Robinson Hut,Buildings,Standard Hut,172.084148105,-42.4994107981,POINT (172.084148105354416 -42.49941079812676)
OPEN,Bull Paddock Creek Hut,Buildings,Basic Hut/bivvy,172.996471343,-41.832516484,POINT (172.99647134342041 -41.83251648395327)
OPEN,Mangatoetoe Hut,Buildings,Standard Hut,175.271676028,-41.5700297244,POINT (175.271676028491981 -41.570029724403845)
OPEN,Martins Bay Hut,Buildings,Serviced Hut,168.002650684,-44.3357143042,POINT (168.00265068377459 -44.335714304233889)
OPEN,Upper Windley Hut,Buildings,Basic Hut/bivvy,168.24573277,-45.4382810189,POINT (168.245732769610953 -45.438281018909102)
OPEN,Earnslaw Hut,Buildings,Basic Hut/bivvy,168.44807756,-44.6220755214,POINT (168.448077560302323 -44.622075521428059)
OPEN,Triangle Hut,Buildings,Standard Hut,176.075533875,-39.9043930835,POINT (176.075533875401874 -39.904393083529278)
OPEN,Kotepato Hut,Buildings,Standard Hut,177.326287079,-38.3339592675,POINT (177.326287078923485 -38.333959267535541)
OPEN,Atiwhakatu Hut,Buildings,Standard Hut,175.454143974,-40.8682242059,POINT (175.454143974433492 -40.868224205940393)
OPEN,Waingaro Forks Hut,Buildings,Basic Hut/bivvy,172.673977445,-41.0458674965,POINT (172.673977445185784 -41.045867496503135)
OPEN,Hagens Hut,Buildings,Standard Hut,169.639606544,-44.1554218571,POINT (169.639606544095898 -44.155421857112998)
OPEN,MASON BAY HUT,Buildings,Standard Hut,167.780333825,-46.9265192528,POINT (167.780333824580254 -46.92651925279003)
OPEN,Cupola Hut,Buildings,Standard Hut,172.732212906,-41.9726295738,POINT (172.732212906410041 -41.972629573752755)
OPEN,Big Hopwood Burn Hut,Buildings,Basic Hut/bivvy,169.324268677,-44.3027411151,POINT (169.324268677434986 -44.302741115075541)
OPEN,Trust/Poulter Hut,Buildings,Standard Hut,171.842847796,-42.8546996335,POINT (171.842847796134691 -42.854699633495976)
OPEN,Fidgit Bivvy,Buildings,Basic Hut/bivvy,173.629859632,-42.1767242585,POINT (173.629859632379663 -42.176724258466244)
OPEN,Brewster Hut,Buildings,Serviced-Alpine Hut,169.411846443,-44.0881414421,POINT (169.411846443061251 -44.088141442054365)
OPEN,Mt Brown Hut,Buildings,Basic Hut/bivvy,171.200364016,-42.8691847072,POINT (171.200364015892035 -42.869184707170653)
OPEN,Park Morpeth Hut,Buildings,Standard Hut,171.341914911,-42.9717728181,POINT (171.341914911210779 -42.97177281808279)
OPEN,Moonlight & Roses Hut,Buildings,Basic Hut/bivvy,169.400094033,-44.4938603509,POINT (169.400094032980462 -44.493860350895098)
OPEN,Central Waiau Hut,Buildings,Standard Hut,176.846194627,-38.768699664,POINT (176.846194627179898 -38.768699664001026)
OPEN,Heather Jock Hut,Buildings,Basic Hut/bivvy,168.455736426,-44.8541756892,POINT (168.455736425675696 -44.854175689231226)
OPEN,Cattle Ridge Hut,Buildings,Standard Hut,175.503448225,-40.7299290565,POINT (175.50344822532233 -40.729929056538062)
OPEN,Makakoere Hut,Buildings,Standard Hut,177.248782397,-38.4781474721,POINT (177.248782396525286 -38.478147472084601)
OPEN,Sudden Valley Bivvy,Buildings,Basic Hut/bivvy,171.704687189,-42.9494389835,POINT (171.704687188757077 -42.949438983528523)
OPEN,Trevor Carter Hut,Buildings,Standard Hut,172.390397082,-41.3980302556,POINT (172.390397082066357 -41.398030255636641)
OPEN,Isolation Hut,Buildings,Standard Hut,173.984744402,-41.8993673947,POINT (173.984744401787651 -41.899367394702303)
OPEN,James Mackay Hut,Buildings,Great Walk Hut,172.216976726,-40.8860885856,POINT (172.216976725696924 -40.886088585623604)
OPEN,Aspiring Hut,Buildings,Serviced Hut,168.660106375,-44.4771190211,POINT (168.660106374850955 -44.477119021113317)
OPEN,Top Butler Hut,Buildings,Standard Hut,170.439543604,-43.4207000628,POINT (170.439543603864735 -43.420700062776042)
OPEN,Lake Thomson Hut,Buildings,Standard Hut,167.537288638,-45.0252087785,POINT (167.537288637748077 -45.025208778502162)
OPEN,Cedar Flat Hut,Buildings,Standard Hut,171.143814171,-42.9627246842,POINT (171.143814171063951 -42.962724684246048)
OPEN,Jacko Flat Hut,Buildings,Basic Hut/bivvy,171.630729873,-42.7079241132,POINT (171.630729872953083 -42.707924113164879)
OPEN,Puteore Hut,Buildings,Standard Hut,174.789754392,-39.36933427,POINT (174.789754391918763 -39.369334270003776)
OPEN,Upper Princhester Hut,Buildings,Basic Hut/bivvy,167.917774246,-45.6186800354,POINT (167.91777424578234 -45.618680035395073)
OPEN,Carkeek Hut,Buildings,Standard Hut,175.396301656,-40.7902214464,POINT (175.396301656032335 -40.79022144639957)
OPEN,Taruarau Bivvy,Buildings,Basic Hut/bivvy,176.267469396,-39.5421883409,POINT (176.267469396251101 -39.542188340891926)
OPEN,Ballarat Hut - Flood Burn,Buildings,Basic Hut/bivvy,168.656968496,-44.750962933,POINT (168.656968496347787 -44.750962933042409)
OPEN,Tawhiwhi Hut,Buildings,Standard Hut,176.989439281,-38.5123229854,POINT (176.989439280508492 -38.512322985392991)
OPEN,Washpool Hut,Buildings,Standard Hut,175.292368491,-41.4771577753,POINT (175.292368491301886 -41.477157775312101)
OPEN,Jollie Hut,Buildings,Basic Hut/bivvy,170.198818433,-43.8529230828,POINT (170.198818432981369 -43.852923082824468)
OPEN,Alpha Hut,Buildings,Standard Hut,175.281914278,-40.9857497164,POINT (175.281914278487363 -40.985749716366868)
OPEN,Teal Bay Hut,Buildings,Standard Hut,167.294841937,-46.0666176463,POINT (167.2948419369921 -46.066617646339601)
OPEN,Lawrence Hut,Buildings,Standard Hut,170.885111799,-43.4212414618,POINT (170.885111798860038 -43.421241461760339)
OPEN,Burn Hut,Buildings,Basic Hut/bivvy,175.528572768,-40.6203733484,POINT (175.528572767687308 -40.620373348372283)
OPEN,Kakapo Hut,Buildings,Basic Hut/bivvy,172.303279712,-41.3324739696,POINT (172.303279711840617 -41.332473969645271)
OPEN,Tutaekuri Hut,Buildings,Standard Hut,171.972026468,-42.6142907514,POINT (171.972026468073182 -42.614290751431277)
OPEN,Curtis Memorial Hut,Buildings,Standard Hut,170.712747843,-43.4524977025,POINT (170.712747843436574 -43.452497702495549)
OPEN,Sandy Bay Hut,Buildings,Serviced Hut,177.188716731,-38.7008595988,POINT (177.188716731046469 -38.700859598765803)
OPEN,Routeburn Falls Hut,Buildings,Great Walk Hut,168.199339171,-44.7258527903,POINT (168.199339171371577 -44.725852790272356)
OPEN,Mangaturutu Hut,Buildings,Standard Hut,176.329789805,-39.2192815771,POINT (176.329789804688176 -39.21928157711384)
OPEN,Whakatakaa Hut,Buildings,Standard Hut,177.000732385,-38.693159445,POINT (177.000732385356542 -38.693159444996212)
OPEN,Rockslide Hut,Buildings,Basic Hut/bivvy,176.225603614,-39.6153128248,POINT (176.225603614147133 -39.615312824840125)
OPEN,Alfred Hut,Buildings,Standard Hut,173.348832656,-42.325085184,POINT (173.348832655722561 -42.325085183970593)
OPEN,Karamea Bend Hut,Buildings,Standard Hut,172.511078875,-41.2329006719,POINT (172.511078875369321 -41.232900671912915)
OPEN,Perry Saddle Trampers' Hut (2012),Buildings,Great Walk Hut,172.402802667,-40.9015507753,POINT (172.402802667266087 -40.901550775315535)
OPEN,WAIKARE JUNCTION HUT,Buildings,Standard Hut,177.002928155,-38.3909584577,POINT (177.002928154855425 -38.3909584577464)
OPEN,Monowai Hut,Buildings,Standard Hut,167.349420971,-45.8342977776,POINT (167.349420970729653 -45.834297777644103)
OPEN,Waiotauru Hut,Buildings,Basic Hut/bivvy,175.185209765,-40.9390745973,POINT (175.185209765274323 -40.939074597321778)
OPEN,Stodys Hut,Buildings,Basic Hut/bivvy,169.435642491,-44.5442737388,POINT (169.435642490758596 -44.544273738793756)
OPEN,West Burn Hut,Buildings,Basic Hut/bivvy,168.153530448,-45.2062557921,POINT (168.153530448323608 -45.206255792138812)
OPEN,Black Birch Bivvy,Buildings,Basic Hut/bivvy,176.438270944,-39.3019159672,POINT (176.438270944426563 -39.301915967152652)
OPEN,Barbers Hut,Buildings,Standard Hut,173.168711291,-41.8639167975,POINT (173.168711291030945 -41.863916797452319)
OPEN,Crow Hut,Buildings,Standard Hut,172.46843892,-41.2924512959,POINT (172.468438920435091 -41.292451295916102)
OPEN,Cheviot Downs Hut,Buildings,Standard Hut,167.784484351,-45.6328473116,POINT (167.784484350968143 -45.632847311634009)
OPEN,Hawdon Hut,Buildings,Serviced Hut,171.732663432,-42.9110665416,POINT (171.732663432073196 -42.911066541589655)
OPEN,Roaring Lion Hut,Buildings,Basic Hut/bivvy,172.431508922,-41.1989811126,POINT (172.431508921993355 -41.19898111264483)
OPEN,Rodger Inlet Historic Hut,Buildings,Basic Hut/bivvy,167.442763789,-45.8572180714,POINT (167.442763789186699 -45.857218071433145)
OPEN,Lost Stream Bivvy,Buildings,Basic Hut/bivvy,173.022894334,-41.8669116238,POINT (173.022894333898847 -41.866911623833147)
OPEN,Papatahi Hut,Buildings,Serviced Hut,175.018530712,-41.3244006832,POINT (175.018530711526836 -41.324400683230444)
OPEN,George Lyon (formerly Ella) Hut,Buildings,Standard Hut,172.60504729,-42.0469815292,POINT (172.605047290377343 -42.046981529230571)
OPEN,Neill Forks Hut,Buildings,Standard Hut,175.356146815,-40.9326983165,POINT (175.356146815407811 -40.932698316537618)
OPEN,Venus Hut,Buildings,Standard Hut,172.439604744,-41.3165362594,POINT (172.439604743739835 -41.316536259387163)
OPEN,Lake Roe Hut,Buildings,Standard Hut,167.143610484,-45.7035426382,POINT (167.143610483797261 -45.703542638164727)
OPEN,PORT WILLIAM HUT,Buildings,Great Walk Hut,168.087066415,-46.8358136238,POINT (168.087066414674638 -46.83581362376357)
OPEN,Potts Hut,Buildings,Basic Hut/bivvy,170.970794886,-43.4909823313,POINT (170.970794886291003 -43.490982331325249)
OPEN,Tahupo Hut,Buildings,Standard Hut,174.774397626,-39.4330441616,POINT (174.774397626042685 -39.433044161614056)
OPEN,Midway Hut,Buildings,Standard Hut,176.851810825,-38.4671352401,POINT (176.851810825144838 -38.467135240145318)
OPEN,FRESHWATER HUT,Buildings,Standard Hut,167.919793309,-46.8682610287,POINT (167.919793308697365 -46.868261028733031)
OPEN,Kiritaki Hut,Buildings,Standard Hut,175.919003537,-40.1887619679,POINT (175.919003537274421 -40.188761967850077)
OPEN,Te Waiti Hut,Buildings,Standard Hut,177.403011563,-38.1677156183,POINT (177.403011562917413 -38.16771561834679)
OPEN,Bealey Hut,Buildings,Basic Hut/bivvy,171.641757548,-43.0377681308,POINT (171.641757548382458 -43.03776813081511)
OPEN,Taipo Hut,Buildings,Standard Hut,168.222257263,-45.0509235077,POINT (168.22225726285825 -45.050923507671783)
OPEN,Hope Arm Hut,Buildings,Standard Hut,167.541432885,-45.5899080721,POINT (167.541432884993299 -45.589908072148518)
OPEN,Lake Alabaster Hut,Buildings,Serviced Hut,168.143562868,-44.5464178096,POINT (168.143562868187843 -44.546417809611143)
OPEN,Kahui Hut,Buildings,Standard Hut,174.014578435,-39.2942477561,POINT (174.014578435158597 -39.29424775613024)
OPEN,Nardoo Hut,Buildings,Basic Hut/bivvy,172.429206567,-42.0969663929,POINT (172.429206566810876 -42.096966392943848)
OPEN,Cannibal Gorge Hut,Buildings,Serviced Hut,172.429876903,-42.3267381908,POINT (172.429876902953168 -42.326738190811071)
OPEN,Back Ridge Bivvy,Buildings,Basic Hut/bivvy,176.330895409,-39.2888630171,POINT (176.330895409219437 -39.288863017098748)
OPEN,Candlesticks Bivvy,Buildings,Basic Hut/bivvy,172.02366558,-42.8290265319,POINT (172.023665580156063 -42.829026531884395)
OPEN,Nina Hut,Buildings,Standard Hut,172.322110079,-42.4658615762,POINT (172.32211007873039 -42.465861576221549)
OPEN,Granity Pass Hut,Buildings,Standard Hut,172.560422792,-41.5236941632,POINT (172.560422792429989 -41.523694163231802)
OPEN,Purity Hut,Buildings,Standard Hut,176.056287809,-39.8202839735,POINT (176.056287809450424 -39.820283973475775)
OPEN,Supper Cove Hut,Buildings,Standard Hut,167.719069118,-45.4237911124,POINT (167.719069117860613 -45.423791112429114)
OPEN,Turnbull Bivvy,Buildings,Basic Hut/bivvy,171.908709361,-42.9560956385,POINT (171.908709360916191 -42.956095638487966)
OPEN,Lake Alexander Hut,Buildings,Standard Hut,173.661832973,-41.7495204415,POINT (173.66183297265016 -41.749520441475035)
OPEN,Macaulay Hut`,Buildings,Serviced Hut,170.603524158,-43.5804283902,POINT (170.603524157738889 -43.580428390200062)
OPEN,Scottys Bivvy,Buildings,Basic Hut/bivvy,171.412861951,-42.8072217968,POINT (171.412861950564633 -42.807221796795417)
OPEN,Lake McRae Hut,Buildings,Standard Hut,173.313343048,-42.1875451242,POINT (173.313343047504588 -42.187545124203815)
OPEN,Crystal Bivvy,Buildings,Basic Hut/bivvy,171.152677482,-42.996347907,POINT (171.152677481998751 -42.996347906965767)
OPEN,Tautuku Hut,Buildings,Basic Hut/bivvy,169.325020034,-46.5537202357,POINT (169.325020033614493 -46.553720235705413)
OPEN,Wainui Hut,Buildings,Standard Hut,172.920306684,-40.9143389481,POINT (172.920306683918255 -40.914338948098916)
OPEN,Staircase Hut,Buildings,Basic Hut/bivvy,170.680103698,-45.2934959643,POINT (170.680103698174918 -45.293495964315618)
OPEN,Roses Hut,Buildings,Standard Hut,168.862659878,-44.8044793106,POINT (168.862659877990922 -44.804479310573683)
OPEN,Haast Hut,Buildings,Basic Hut/bivvy,170.19699779,-43.5832067631,POINT (170.196997790424035 -43.583206763093003)
OPEN,Big Bay Hut,Buildings,Standard Hut,168.114969517,-44.2990937702,POINT (168.114969516820963 -44.299093770172199)
OPEN,Pinnacle Bivvy,Buildings,Basic Hut/bivvy,171.178793561,-42.9382262903,POINT (171.178793561059763 -42.938226290310155)
OPEN,Ohane Hut,Buildings,Standard Hut,177.033842474,-38.3990302416,POINT (177.03384247369047 -38.399030241584768)
OPEN,Powell Hut,Buildings,Serviced Hut,175.423514428,-40.8849861929,POINT (175.423514428248154 -40.884986192912883)
OPEN,Big Hut,Buildings,Basic Hut/bivvy,170.075308423,-45.4357855283,POINT (170.075308423132185 -45.435785528275765)
OPEN,Boundary Hut,Buildings,Basic Hut/bivvy,169.145033808,-45.3299570377,POINT (169.145033807593819 -45.329957037676579)
